species;zone;protection;site;size;fid;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Big;130;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Big;124;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Big;71;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Big;60;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Big;60;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Big;200;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Big;73;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Big;173;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Big;78;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Big;132;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Medium;60;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Medium;63;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Medium;115;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Medium;205;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Medium;60;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Medium;115;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Medium;63;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Medium;78;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Medium;134;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Medium;215;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Medium;103;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Medium;324;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Small;130;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Small;115;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Small;60;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Small;75;;;;;;;
A.punctatus;South;MEARB;Quintero papagayo;Big;86;;;;;;;
A.punctatus;South;MEARB;Quintero papagayo;Big;115;;;;;;;
A.punctatus;South;MEARB;Quintero papagayo;Big;164;;;;;;;
A.punctatus;South;MEARB;Quintero papagayo;Big;215;;;;;;;
A.punctatus;South;MEARB;Quintero papagayo;Big;175;;;;;;;
A.punctatus;South;MEARB;Quintero papagayo;Big;84;;;;;;;
A.punctatus;South;MEARB;Quintero papagayo;Big;71;;;;;;;
A.punctatus;South;MEARB;Quintero papagayo;Medium;76;;;;;;;
A.punctatus;South;MEARB;Quintero papagayo;Medium;174;;;;;;;
A.punctatus;South;MEARB;Quintero papagayo;Medium;98;;;;;;;
A.punctatus;South;MEARB;Quintero papagayo;Medium;86;;;;;;;
A.punctatus;South;MEARB;Quintero papagayo;Small;53;;;;;;;
A.punctatus;South;MEARB;Quintero papagayo;Small;65;;;;;;;
A.punctatus;South;MEARB;Quintero papagayo;Small;33;;;;;;;
A.punctatus;South;MEARB;Quintero papagayo;Small;66;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;120;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;62;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;75;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;125;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;67;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;180;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;237;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;38;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;100;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;120;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;110;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;130;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;140;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;140;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;110;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;140;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;70;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;80;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;100;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;90;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;100;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;110;;;;;;;
C.variegatus;South;MEARB;El quisco;Big;130;;;;;;;
C.variegatus;South;MEARB;El quisco;Medium;89;;;;;;;
C.variegatus;South;MEARB;El quisco;Medium;80;;;;;;;
C.variegatus;South;MEARB;El quisco;Medium;70;;;;;;;
C.variegatus;South;MEARB;El quisco;Medium;110;;;;;;;
C.variegatus;South;MEARB;El quisco;Medium;100;;;;;;;
C.variegatus;South;MEARB;El quisco;Medium;110;;;;;;;
C.variegatus;South;MEARB;El quisco;Medium;90;;;;;;;
C.variegatus;South;MEARB;El quisco;Medium;70;;;;;;;
C.variegatus;South;MEARB;El quisco;Small;87;;;;;;;
C.variegatus;South;MEARB;El quisco;Small;54;;;;;;;
C.variegatus;South;MEARB;El quisco;Small;37;;;;;;;
C.variegatus;South;MEARB;El quisco;Small;68;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;120;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;80;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;90;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;120;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;170;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;130;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;90;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;90;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;110;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;130;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;110;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;150;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;180;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;110;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;205;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;110;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;180;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;230;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;180;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;60;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;70;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;90;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;120;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;110;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;130;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;150;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;180;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;230;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;250;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;250;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;220;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;250;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;280;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;300;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;60;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;80;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;70;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;90;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;70;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;60;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;80;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;210;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;110;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;230;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;180;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;90;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;250;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;180;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;50;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;40;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;50;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;60;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;40;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;70;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;50;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;70;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;90;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;70;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;40;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;40;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;60;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;80;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;60;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;70;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;100;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;70;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;60;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;110;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Big;80;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Big;90;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Big;110;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Big;155;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Big;180;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Big;200;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Big;180;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Big;190;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Big;200;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Big;120;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Big;180;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Big;210;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Big;240;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Medium;60;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Medium;90;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Medium;110;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Medium;150;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Small;60;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Small;60;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Small;50;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Small;80;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Small;60;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Small;90;;;;;;;
C.variegatus;South;MEARB;Las crucesEl tabo chepica;Small;50;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Big;60;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Big;80;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Big;240;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Big;100;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Big;130;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Big;37;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Big;218;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Big;40;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Big;116;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Big;88;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Big;83;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Big;91;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Big;78;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Big;77;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Big;105;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Big;118;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Big;140;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Big;136;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Big;68;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Big;71;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Big;38;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Big;83;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;120;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;90;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;130;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;34;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;36;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;32;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;46;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;63;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;61;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;190;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;150;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;100;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;120;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;80;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;60;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;90;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;63;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;87;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;93;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;63;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;46;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;33;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;33;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;87;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;72;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;81;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Medium;73;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Small;60;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Small;22;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Small;32;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Small;27;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Small;36;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Small;36;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Small;28;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Small;60;;;;;;;
C.variegatus;South;MEARB;Maitencillo;Small;32;;;;;;;
C.variegatus;South;MEARB;Punta Curauma;Big;93;;;;;;;
C.variegatus;South;MEARB;Punta Curauma;Big;115;;;;;;;
C.variegatus;South;MEARB;Punta Curauma;Big;117;;;;;;;
C.variegatus;South;MEARB;Punta Curauma;Big;76;;;;;;;
C.variegatus;South;MEARB;Punta Curauma;Medium;167;;;;;;;
C.variegatus;South;MEARB;Punta Curauma;Medium;140;;;;;;;
C.variegatus;South;MEARB;Punta Curauma;Medium;118;;;;;;;
C.variegatus;South;MEARB;Punta Curauma;Medium;125;;;;;;;
C.variegatus;South;MEARB;Punta Curauma;Medium;175;;;;;;;
C.variegatus;South;MEARB;Punta Curauma;Medium;178;;;;;;;
C.variegatus;South;MEARB;Punta Curauma;Medium;115;;;;;;;
C.variegatus;South;MEARB;Punta Curauma;Medium;135;;;;;;;
C.variegatus;South;MEARB;Punta Curauma;Medium;142;;;;;;;
C.variegatus;South;MEARB;Punta Curauma;Medium;117;;;;;;;
C.variegatus;South;MEARB;Punta Curauma;Medium;147;;;;;;;
C.variegatus;South;MEARB;Punta Curauma;Medium;147;;;;;;;
C.variegatus;South;MEARB;Punta Curauma;Medium;125;;;;;;;
C.variegatus;South;MEARB;Punta Curauma;Small;90;;;;;;;
C.variegatus;South;MEARB;Punta Curauma;Small;85;;;;;;;
C.variegatus;South;MEARB;Punta Curauma;Small;43;;;;;;;
C.variegatus;South;MEARB;Punta Curauma;Small;65;;;;;;;
C.variegatus;South;MEARB;Punta Curauma;Small;87;;;;;;;
C.variegatus;South;MEARB;Quintero papagayo;Big;119;;;;;;;
C.variegatus;South;MEARB;Quintero papagayo;Big;127;;;;;;;
C.variegatus;South;MEARB;Quintero papagayo;Big;119;;;;;;;
C.variegatus;South;MEARB;Quintero papagayo;Big;179;;;;;;;
C.variegatus;South;MEARB;Quintero papagayo;Big;107;;;;;;;
C.variegatus;South;MEARB;Quintero papagayo;Medium;135;;;;;;;
C.variegatus;South;MEARB;Quintero papagayo;Medium;145;;;;;;;
C.variegatus;South;MEARB;Quintero papagayo;Medium;103;;;;;;;
C.variegatus;South;MEARB;Quintero papagayo;Medium;110;;;;;;;
C.variegatus;South;MEARB;Quintero papagayo;Medium;148;;;;;;;
C.variegatus;South;MEARB;Quintero papagayo;Small;78;;;;;;;
C.variegatus;South;MEARB;Quintero papagayo;Small;103;;;;;;;
C.variegatus;South;MEARB;Quintero papagayo;Small;74;;;;;;;
C.variegatus;South;MEARB;Quintero papagayo;Small;47;;;;;;;
P.chilensis;South;MEARB;El quisco;Big;98;;;;;;;
P.chilensis;South;MEARB;El quisco;Big;130;;;;;;;
P.chilensis;South;MEARB;El quisco;Big;136;;;;;;;
P.chilensis;South;MEARB;El quisco;Big;118;;;;;;;
P.chilensis;South;MEARB;El quisco;Big;54;;;;;;;
P.chilensis;South;MEARB;El quisco;Big;135;;;;;;;
P.chilensis;South;MEARB;El quisco;Big;54;;;;;;;
P.chilensis;South;MEARB;El quisco;Big;115;;;;;;;
P.chilensis;South;MEARB;El quisco;Big;126;;;;;;;
P.chilensis;South;MEARB;El quisco;Big;136;;;;;;;
P.chilensis;South;MEARB;El quisco;Big;110;;;;;;;
P.chilensis;South;MEARB;El quisco;Big;130;;;;;;;
P.chilensis;South;MEARB;El quisco;Big;140;;;;;;;
P.chilensis;South;MEARB;El quisco;Big;110;;;;;;;
P.chilensis;South;MEARB;El quisco;Big;100;;;;;;;
P.chilensis;South;MEARB;El quisco;Big;120;;;;;;;
P.chilensis;South;MEARB;El quisco;Medium;113;;;;;;;
P.chilensis;South;MEARB;El quisco;Medium;120;;;;;;;
P.chilensis;South;MEARB;El quisco;Medium;126;;;;;;;
P.chilensis;South;MEARB;El quisco;Medium;73;;;;;;;
P.chilensis;South;MEARB;El quisco;Medium;80;;;;;;;
P.chilensis;South;MEARB;El quisco;Medium;150;;;;;;;
P.chilensis;South;MEARB;El quisco;Medium;100;;;;;;;
P.chilensis;South;MEARB;El quisco;Medium;100;;;;;;;
P.chilensis;South;MEARB;El quisco;Medium;120;;;;;;;
P.chilensis;South;MEARB;El quisco;Medium;90;;;;;;;
P.chilensis;South;MEARB;El quisco;Medium;80;;;;;;;
P.chilensis;South;MEARB;El quisco;Small;78;;;;;;;
P.chilensis;South;MEARB;El quisco;Small;88;;;;;;;
P.chilensis;South;MEARB;El quisco;Small;65;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;110;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;140;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;110;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;70;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;80;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;120;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;90;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;140;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;150;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;75;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;120;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;150;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;120;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;140;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;110;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;170;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;110;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;100;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;150;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;150;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;140;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;140;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;190;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;210;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;160;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;120;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;150;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;180;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;105;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;120;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;190;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;90;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;130;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;180;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;110;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;140;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;180;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;130;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;150;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;160;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;150;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;180;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;140;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;120;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;130;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;170;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;150;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;120;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;122;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;60;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;90;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;90;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;80;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;120;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;110;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;130;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;120;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;180;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;110;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;100;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;110;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;120;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;150;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;130;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;150;;;;;;;
P.chilensis;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;110;;;;;;;
