species;zone;protection;site;size;fid;;;;;;;
P.chilensis;North;MEARB;Punta Tira AMERB;Big;245;;;;;;;
P.chilensis;North;MEARB;Punta Tira AMERB;Big;250;;;;;;;
P.chilensis;North;MEARB;Punta Tira AMERB;Big;222;;;;;;;
P.chilensis;North;MEARB;Punta Tira AMERB;Big;260;;;;;;;
P.chilensis;North;MEARB;Punta Tira AMERB;Medium;159;;;;;;;
P.chilensis;North;MEARB;Punta Tira AMERB;Medium;186;;;;;;;
P.chilensis;North;MEARB;Punta Tira AMERB;Medium;176;;;;;;;
P.chilensis;North;MEARB;Punta Tira AMERB;Small;86;;;;;;;
P.chilensis;North;MEARB;Punta Tira AMERB;Small;78;;;;;;;
P.chilensis;North;MEARB;Punta Tira AMERB;Small;88;;;;;;;
P.chilensis;North;MEARB;El ciego ernesto;Big;186;;;;;;;
P.chilensis;North;MEARB;El ciego ernesto;Big;205;;;;;;;
P.chilensis;North;MEARB;El ciego ernesto;Big;187;;;;;;;
P.chilensis;North;MEARB;El ciego ernesto;Big;176;;;;;;;
P.chilensis;North;MEARB;El ciego ernesto;Medium;201;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;163;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;65;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;64;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;252;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;120;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;53;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;290;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;62;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;52;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;148;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;75;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;68;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;72;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;123;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;123;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;73;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;124;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;84;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;70;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;150;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;120;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;150;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;160;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;100;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;80;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;110;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;80;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;160;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;110;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;130;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;80;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;110;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;150;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;100;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;130;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;100;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;130;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;120;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;110;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;130;;;;;;;
A.punctatus;South;MEARB;El quisco;Big;120;;;;;;;
A.punctatus;South;MEARB;El quisco;Medium;53;;;;;;;
A.punctatus;South;MEARB;El quisco;Medium;77;;;;;;;
A.punctatus;South;MEARB;El quisco;Medium;75;;;;;;;
A.punctatus;South;MEARB;El quisco;Medium;94;;;;;;;
A.punctatus;South;MEARB;El quisco;Medium;45;;;;;;;
A.punctatus;South;MEARB;El quisco;Medium;90;;;;;;;
A.punctatus;South;MEARB;El quisco;Medium;80;;;;;;;
A.punctatus;South;MEARB;El quisco;Medium;110;;;;;;;
A.punctatus;South;MEARB;El quisco;Medium;80;;;;;;;
A.punctatus;South;MEARB;El quisco;Medium;90;;;;;;;
A.punctatus;South;MEARB;El quisco;Medium;100;;;;;;;
A.punctatus;South;MEARB;El quisco;Medium;90;;;;;;;
A.punctatus;South;MEARB;El quisco;Medium;130;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;48;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;39;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;46;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;63;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;55;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;73;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;54;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;32;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;46;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;28;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;33;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;32;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;30;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;50;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;80;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;70;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;60;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;50;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;40;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;70;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;50;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;80;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;50;;;;;;;
A.punctatus;South;MEARB;El quisco;Small;60;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;60;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;105;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;90;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;110;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;60;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;90;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;100;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;110;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;130;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;110;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;120;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;120;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;100;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;50;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;90;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;110;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;50;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;60;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;180;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;150;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;200;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;140;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;210;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;180;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;140;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;120;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;190;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;220;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;160;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;220;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;250;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;190;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;190;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;240;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;290;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;250;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;290;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;240;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;210;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;180;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;250;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;90;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;90;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;110;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;150;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;130;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;90;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;110;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;180;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;100;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;150;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;230;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;140;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;180;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;250;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;280;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;240;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;190;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;250;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;210;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;290;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Big;230;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;60;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;50;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;90;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;100;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;90;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;150;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;110;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;140;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;120;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;130;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;90;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;150;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;90;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;160;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;110;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;90;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;130;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;140;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;150;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;180;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;260;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Medium;150;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;45;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;35;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;40;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;45;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;50;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;50;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;50;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;90;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;110;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;90;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;90;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;130;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;60;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;60;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;50;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;110;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;90;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;120;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;150;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;230;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;100;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;90;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo Las cruces Pta reales;Small;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;160;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;180;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;190;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;150;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;170;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;150;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;130;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;60;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;120;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;90;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;120;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;140;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;100;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;120;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;140;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;120;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;150;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;200;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;60;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;90;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;100;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;110;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;120;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;200;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;150;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;120;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;180;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;210;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;180;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;200;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;240;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;230;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;190;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;210;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;240;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;280;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;200;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;170;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;120;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;100;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;200;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;250;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;150;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;210;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Big;210;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Medium;65;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Medium;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Medium;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Medium;90;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Medium;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Medium;150;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Medium;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Medium;120;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Medium;150;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Medium;50;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Medium;90;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Medium;180;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Small;40;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Small;60;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Small;50;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Small;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Small;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Small;60;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Small;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Small;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Small;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Small;90;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Small;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Small;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Small;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Small;70;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Small;80;;;;;;;
A.punctatus;South;MEARB;Las crucesEl tabo chepica;Small;90;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Big;200;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Big;240;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Big;110;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Big;120;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Big;90;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Big;175;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Big;105;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Big;120;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Big;80;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Big;115;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Big;40;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Big;63;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Big;84;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Big;107;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Big;118;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Big;128;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Big;87;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Big;30;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Big;150;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Big;67;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Big;73;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Medium;220;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Medium;150;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Medium;120;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Medium;90;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Medium;120;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Medium;110;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Medium;110;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Medium;140;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Medium;67;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Medium;32;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Medium;109;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Medium;48;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Medium;56;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Medium;42;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Medium;36;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Medium;87;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Medium;71;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Small;50;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Small;70;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Small;28;;;;;;;
A.punctatus;South;MEARB;Maitencillo;Small;22;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Big;37;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Big;75;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Big;115;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Big;150;;;;;;;
A.punctatus;South;MEARB;Punta Curauma;Big;163;;;;;;;
